query-id,text
MI3_240805_TY2_0502_4_V01_2,평균 기온과 강수량을 나타내는 차트에 대해 알려주세요
MI3_240805_TY2_0502_5_V02-8_1,참고 6 전국의 2015년(1~12월) 기상자료에 대해 알려주세요
MI3_240805_TY2_0522_2_V02-8_1,2021년 겨울 평년겨울 차트(혼합형)에 대해 알려주세요
MI3_240805_TY2_0541_3_V01_1,서울/6월26일/25.4°C 표에 대해 알려주세요
MI3_240805_TY2_0541_5_V02-8_1,전국 2022년(1~12월) 기상자료 특성(1973~2022) 혼합형에 대해 알려주세요
MI3_240806_TY2_0022_2_V01_1,붙임1 대국민부문 공고문에서 제시된 상금 및 과제 유형에 대해 알려주세요
MI3_240806_TY2_0033_1_V01_1,"제목에 따른 구분, 일시, 장소, 참석가능 인원과 관련된 정보에 대해 알려주세요"
MI3_240806_TY2_0033_1_V01_2,제목에 따른 국제관세협력국 책임자와 담당 부서에 대해 알려주세요
MI3_240806_TY2_0045_1_V01_1,전체 수출현황 표에 대해 알려주세요
MI3_240806_TY2_0063_3_V02-5_1,기업규모별 수출입 기업수 및 무역력 차트(영역형)에 대해 알려주세요
MI3_240806_TY2_0088_1_V03_1,운영 등 다이어그램에 대해 알려주세요
MI3_240806_TY2_0155_2_V02-1_1,전체 승용차 수출입 동향 차트(가로 막대형)에 대해 알려주세요
MI3_240806_TY2_0179_3_V01_1,07.1-8월 08.1-8월 수입량 및 수입금액에 대해 알려주세요
MI3_240806_TY2_0181_1_V02-8_1,<그림 1> 혼합형 차트에 대해 알려주세요
MI3_240806_TY2_0182_2_V01_1,커피 조제품 주요 국가별 수출 현황 표에 대해 알려주세요
MI3_240806_TY2_0182_2_V01_3,품목별 HS 코드 정리 표에 대해 알려주세요
MI3_240806_TY2_0188_3_V01_1,협정관세 수입증가 양허효과에 대해 알려주세요
MI3_240806_TY2_0188_3_V01_2,협정 등 내용 회원국 양허품목에 대해 알려주세요
MI3_240806_TY2_0224_2_V01_1,전국평균(45개 지점) 표에 대해 알려주세요
MI3_240806_TY2_0224_3_V01_1,전국 평균 표에 대해 알려주세요
MI3_240806_TY2_0241_1_V02-1_1,3개월 전망 요약에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240806_TY2_0243_3_V01_1,서울 . 경기도 경상남도 지역 강수량 평년비(%) 표에 대해 알려주세요
MI3_240806_TY2_0253_1_V01_2,해상 예상 파고 표에 대해 알려주세요
MI3_240806_TY2_0288_1_V02-4_1,제주의 기후변화 실태(요약) 기온의 변화 평균 기온의 변화(1924~2009년) 차트(꺾은선형)에 대해 알려주세요
MI3_240807_TY2_0008_2_V01_1,물가인식 및 기대인플레이션율 표에 대해 알려주세요
MI3_240807_TY2_0071_1_V02-4_1,소비자심리지수h 추이 꺾은선형에 대해 알려주세요
MI3_240807_TY2_0071_2_V01_1,물가인식 및 기대인플레이션율 표에 대해 알려주세요
MI3_240807_TY2_0123_2_V01_2,기대인플레이션율 응답 분포 차트(가로 막대형)에 대해 알려주세요
MI3_240807_TY2_0125_2_V01_2,기대인플레이션율 응답 분포 차트(세로 막대형)에 대해 알려주세요
MI3_240807_TY2_0129_1_V02-4_1,2024년 1월 소비자동향조사 결과 I. 소비자심리지수 꺾은선형 차트에 대해 알려주세요
MI3_240807_TY2_0132_1_V01_1,소비자심리지수 관련 데이터에 대해 알려주세요
MI3_240807_TY2_0135_1_V02-4_1,소비자심리지수 추이에 대해 알려주세요
MI3_240807_TY2_0159_2_V02-4_2,기관별 대출금리 꺾은선형 차트에 대해 알려주세요
MI3_240807_TY2_0171_1_V01_1,2013년 공공부문 총수입과 총지출에 대한 표와 그래프에 대해 알려주세요
MI3_240807_TY2_0183_1_V02-4_1,대외투자 및 외국인무자 현황 꺾은선형 차트에 대해 알려주세요
MI3_240807_TY2_0183_3_V02-4_1,대외채무 현황 꺾은선형 차트에 대해 알려주세요
MI3_240807_TY2_0191_3_V02-4_1,단기외채/준비자산 비율 추이에 대해 알려주세요
MI3_240807_TY2_0191_3_V02-4_2,단기외채/대외채무 비중 추이에 대해 알려주세요
MI3_240807_TY2_0232_2_V02-4_5,2006년 이후 꺾은선형 차트에 대해 알려주세요
MI3_240807_TY2_0237_1_V02-4_1,대외금융자산·부채 추이에 대한 차트(꺾은선형)에 대해 알려주세요
MI3_240807_TY2_0237_2_V02-8_1,지역별 대외금융자신·부채에 대해 알려주세요
MI3_240807_TY2_0237_3_V02-8_1,지역별 대외금융자신·부채 혼합형에 대해 알려주세요
MI3_240807_TY2_0262_2_V01_1,소비자물가 근원물가 상승률 표에 대해 알려주세요
MI3_240807_TY2_0294_2_V02-1_1,부문별 수입유발계수 차트(세로 막대형)에 대해 알려주세요
MI3_240807_TY2_0320_4_V01_1,2019년 경제부문별 금융거래 차트에 대해 알려주세요
MI3_240807_TY2_0320_6_V01_1,자금 운용 및 자금조달 차액에 대해 알려주세요
MI3_240807_TY2_0331_3_V01_1,경제부문별 자금운용 및 조달에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240807_TY2_0331_7_V01_1,II. 국내 비금융부문 금융자산 및 부채 잔액 차트(세로 막대형)에 대해 알려주세요
MI3_240807_TY2_0335_1_V01_1,결제통화별 수출비중 추이에 대해 알려주세요
MI3_240807_TY2_0353_2_V01_2,현금흐름 관련지표 표에 대해 알려주세요
MI3_240807_TY2_0353_7_V01_1,주요 안정성지표 표에 대해 알려주세요
MI3_240807_TY2_0375_8_V01_1,수입물량지수 및 차트에 대해 알려주세요
MI3_240807_TY2_0429_3_V01_1,교역조건지수 등락률 에 대해 알려주세요
MI3_240807_TY2_0481_1_V02-4_1,가. 지 수 꺾은선형에 대해 알려주세요
MI3_240807_TY2_0504_2_V01_1,전자지급서비스 이용 실적에 대해 알려주세요
MI3_240807_TY2_0569_1_V01_2,카드 해외 사용실적 표에 대해 알려주세요
MI3_240808_TY2_0012_1_V02-8_1,2018년 9월 수출입물가지수(요약) 1. 수출물가지수 등락률 차트(혼합형)에 대해 알려주세요
MI3_240808_TY2_0012_1_V02-8_2,2018년 9월 수출입물가지수(요약) 2. 수입물가지수 등락률 차트(혼합형)에 대해 알려주세요
MI3_240808_TY2_0012_2_V01_1,수출물가지수에 대한 표에 대해 알려주세요
MI3_240808_TY2_0012_3_T03_1,주요 등락 품목(수출) 시각요소 제목에 대해 알려주세요
MI3_240808_TY2_0013_2_V01_1,2018년 수출물량지수 및 금액지수 차트(세로 막대형)에 대해 알려주세요
MI3_240808_TY2_0043_1_V02-8_2,식료품및에너지이외 지수 혼합형에 대해 알려주세요
MI3_240808_TY2_0048_1_V02-1_1,외국환은행의 외환거래규모 차트(세로 막대형)에 대해 알려주세요
MI3_240808_TY2_0048_2_V01_1,외국환은행의 현물환 거래규모 표에 대해 알려주세요
MI3_240808_TY2_0071_1_V02-8_1,생산자물가지수 등락률 혼합형에 대해 알려주세요
MI3_240808_TY2_0092_1_V01_1,건설업 내 산업별 대출금 증감액 표에 대해 알려주세요
MI3_240808_TY2_0130_1_V01_1,주요국 환율에 대한 차트(표)에 대해 알려주세요
MI3_240808_TY2_0144_1_V02-1_1,권종별 위조 지표 발견 추이 차트에 대해 알려주세요
MI3_240808_TY2_0153_1_V01_1,서비스업 내 산업별대출금 합계 차트에 대해 알려주세요
MI3_240808_TY2_0188_1_V02-4_1,수출입물량지수 등락률 꺾은선형 차트에 대해 알려주세요
MI3_240808_TY2_0201_1_V01_1,전자지급결제대행 서비스(PG) 이용 현황 차트에 대해 알려주세요
MI3_240808_TY2_0233_1_V02-8_1,식료품및에너지이외 지수 등락률 혼합형 차트에 대해 알려주세요
MI3_240808_TY2_0249_6_V01_2,대외차입 가산금리에 대해 알려주세요
MI3_240808_TY2_0261_1_V02-4_1,위조지폐 발견 추이 꺾은선형에 대해 알려주세요
MI3_240808_TY2_0261_3_V01_1,신규 발견 기번호 표에 대해 알려주세요
MI3_240808_TY2_0263_1_V02-2_1,주요 리스크 요인 차트(가로 막대형)에 대해 알려주세요
MI3_240808_TY2_0338_2_V01_1,국내은행의 차주별 신용위험지수 표에 대해 알려주세요
MI3_240808_TY2_0403_1_V02-4_1,통화 및 유동성 지표 증가율 추이 꺾은선형에 대해 알려주세요
MI3_240808_TY2_0403_2_V01_2,경제주체별 구분과 관련된 가계 및 비영리단체 기업 기타금융기관 등에 대해 알려주세요
MI3_240808_TY2_0413_2_V01_1,기관형태별 지식재산권 무역수지 차트에 대해 알려주세요
MI3_240808_TY2_0413_6_V01_2,공정거래위원회에서 분류하는 대기업 집단과 중소기업 집단에 대해 알려주세요.
MI3_240808_TY2_0434_3_V02-4_2,금융기관 가중평균금리 수신금리 차트(세로 막대형)에 대해 알려주세요
MI3_240808_TY2_0434_4_V02-4_2,제목에 포함된 내용을 바탕으로 기관별 대출금리에 대한 꺾은선형 차트에 대해 알려주세요
MI3_240808_TY2_0438_3_V02-4_3,금융기관 가중평균금리(신규취급액 기준) 기업대출과 가계대출 추이에 대해 알려주세요.
MI3_240808_TY2_0446_3_V02-4_3,대출금리와 가계대출의 관계에 대해 알려주세요
MI3_240808_TY2_0446_5_V01_1,금융기관 가중평균금리 ECOS내 수록 현황에 대해 알려주세요
MI3_240808_TY2_0449_1_V02-1_1,대동남아 경상수지 변화에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240808_TY2_0462_1_V01_1,금리 및 주가 차트에 대해 알려주세요
MI3_240808_TY2_0462_2_V01_1,아파트 매매거래량과 전세거래량에 대해 알려주세요
MI3_240808_TY2_0484_3_V01_1,지역별 금융계정에 대해 알려주세요
MI3_240808_TY2_0501_1_V02-4_2,상장기업(전산업) 분위수 통계 차트(꺾은선형)에 대해 알려주세요
MI3_240808_TY2_0501_5_V02-4_1,3분위 평균비율 꺾은선형에 대해 알려주세요
MI3_240808_TY2_0513_1_V01_1,2023년 9월 통화 및 유동성 동향에 대해 알려주세요
MI3_240808_TY2_0554_3_V02-4_1,Ⅱ 경제심리지수(ESI) 경제심리지수 추이에 대해 알려주세요
MI3_240808_TY2_0554_4_V02-4_1,기업경기실사지수 추이에 대해 알려주세요
MI3_240808_TY2_0568_1_V01_1,기업경기실사지수(BSI) 제조업 업황BSI 표에 대해 알려주세요
MI3_240808_TY2_0576_2_V01_1,제목에 포함된 내용과 관련하여 2014년부터 2016년까지의 위조지폐 발견 현황 표에 대해 알려주세요.
MI3_240808_TY2_0597_2_V02-4_3,생산자물가지수 및 등락률에 대해 알려주세요
MI3_240809_TY2_0092_1_V02-1_1,폐기화폐의 새 화폐 대체비용에 대해 알려주세요
MI3_240809_TY2_0094_2_V01_1,II. 외환거래 동향 상품종류별 외환거래규모 차트(세로 막대형)에 대해 알려주세요
MI3_240809_TY2_0094_3_V01_1,대고객시장 거래규모에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240809_TY2_0115_1_V01_1,2010년~2015년 거주자의 카드 해외 사용 실적 표에 대해 알려주세요
MI3_240809_TY2_0115_1_V01_2,거주자의 카드 해외 사용 실적(연도별) 표에 대해 알려주세요
MI3_240809_TY2_0133_1_V02-1_1,모바일뱅킹 등록고객수 차트(세로 막대형)에 대해 알려주세요
MI3_240809_TY2_0183_1_V01_1,가계신용 표에 대해 알려주세요
MI3_240809_TY2_0191_1_V02-4_1,주요국 통화의 변화율 차트(꺾은선형)에 대해 알려주세요
MI3_240809_TY2_0333_1_V02-8_2,2021년 2월 수출입물가지수(요약) 1. 수출물가지수 등락률 혼합형에 대해 알려주세요
MI3_240809_TY2_0364_1_V02-8_1,수출물가지수 등락률 혼합형에 대해 알려주세요
MI3_240809_TY2_0385_1_V02-8_1,수출물가지수 등락률 혼합형에 대해 알려주세요
MI3_240809_TY2_0387_1_V01_1,2021년 국내 비금융 영리법인기업의 매출액증가율과 총자산증가율에 대해 알려주세요
MI3_240809_TY2_0392_1_V01_1,제조업 업황 계절조정 영역형에 대해 알려주세요
MI3_240809_TY2_0417_1_V02-4_1,기업경기실사지수(BSI) 제조업 업황BSI 꺾은선형에 대해 알려주세요
MI3_240809_TY2_0468_1_V02-4_1,제조업 업황BSI 꺾은선형에 대해 알려주세요
MI3_240809_TY2_0499_1_V02-4_1,제조업 업황BSI 추이에 대해 알려주세요
MI3_240809_TY2_0556_1_V01_1,전국 어음부도율 표에 대해 알려주세요
MI3_240809_TY2_0573_1_V02-4_1,경제주체별 자금과부족 추이에 대해 알려주세요
MI3_240809_TY2_0576_1_V01_1,국민계정 주요지표 본문 표에 대해 알려주세요
MI3_240809_TY2_0593_1_V01_1,"2014년 매출액증가율, 총자산증가율, 유형자산증가율에 대해 알려주세요"
MI3_240809_TY2_0608_1_V01_2,전기대비 증감률(계절조정계열) 표에 대해 알려주세요
MI3_240809_TY2_0856_1_V01_1,평균가격 표에 대해 알려주세요
MI3_240809_TY2_0930_1_V02-4_3,세계 선박 물류 지연일수 차트(꺾은선형)에 대해 알려주세요
MI3_240809_TY2_0938_1_V02-4_1,캐피탈사의 영업 다각화 배경과 취약요인 평가에 대한 차트(꺾은선형)에 대해 알려주세요
MI3_240809_TY2_0939_1_V02-4_1,그림 13 신용스프레드(꺾은선형)에 대해 알려주세요
MI3_240809_TY2_0939_1_V02-4_2,그림 14 코스피 및 S&P500(가로 막대형)에 대해 알려주세요
MI3_240809_TY2_0952_1_V02-4_1,제조업 업황BSI 꺾은선형에 대해 알려주세요
MI3_240809_TY2_1042_1_V01_2,저축률과 투자율 표에 대해 알려주세요
MI3_240809_TY2_1075_1_V02-8_1,세계교역량 차트(혼합형)에 대해 알려주세요
MI3_240809_TY2_1095_1_V02-8_1,원/위안 직거래시장 개설 이후의 차트(혼합형)에 대해 알려주세요
MI3_240812_TY2_0001_6_V02-1_1,3 산업구성차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0016_3_V02-4_1,제조업 비제조업 업황 전망지수 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0028_6_V01_1,대구경북지역 기업경기조사 주요지표에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0040_4_V01_2,제목 아래 소제목을 갖는 통계 데이터와 관련된 차트(가로 막대형)에 대해 알려주세요.
MI3_240812_TY2_0058_2_V01_1,T01 T02 전반적인 경제 동향을 시각적으로 나타낸 차트에 대해 알려주세요
MI3_240812_TY2_0058_3_V01_1,제조업 경영애로사항 표에 대해 알려주세요
MI3_240812_TY2_0058_5_V01_1,전국과의 비교와 관련된 주요 지표의 차트에 대해 알려주세요.
MI3_240812_TY2_0058_6_V01_1,대구경북지역 기업경기조사 주요지표 차트에 대해 알려주세요
MI3_240812_TY2_0104_2_V01_1,제목에 포함된 경제지표에 대한 분석 및 설명을 위한 차트(꺾은선형)에 대해 알려주세요.
MI3_240812_TY2_0104_5_V02-4_2,천연가스 및 석탄가격에 대해 알려주세요
MI3_240812_TY2_0105_3_V01_2,T01 T02 T03 표에 대해 알려주세요
MI3_240812_TY2_0105_4_V01_1,제목의 시각요소 제목에 대한 설명이 담긴 표에 대해 알려주세요
MI3_240812_TY2_0107_2_V02-4_2,전반적인 경기 흐름에 대해 알려주세요
MI3_240812_TY2_0107_5_V02-4_1,국제유가에 대해 알려주세요.
MI3_240812_TY2_0116_1_V02-4_1,금융안정지수 부문별 금융안정 상황 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0116_2_V02-8_4,Ⅱ 금융안정 상황 1. 신용시장 기업신용/GDP 비율 차트(혼합형)에 대해 알려주세요
MI3_240812_TY2_0116_4_V02-1_1,부동산시장 평균 주택거래량에 대해 알려주세요
MI3_240812_TY2_0116_4_V02-4_2,부동산시장 주택 매매가격 관련 지표에 대해 알려주세요
MI3_240812_TY2_0116_5_V02-4_3,주식 리스크 프리미엄과 주택가격 전망 BSI에 대한 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0116_5_V02-4_5,주택가격 상승률과 가계대출 증가율 비교에 대한 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0116_6_V02-4_1,고신용 중신용 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0120_5_V02-4_1,저축은행 유동성비율 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0162_3_V01_1,경제활동별 및 지출항목별 성장기여도 차트에 대해 알려주세요
MI3_240812_TY2_0169_1_V02-1_1,"국민소득통계 주요지표 2. GDP에 대한 성장기여도(전기대비, %p)에 대해 알려주세요"
MI3_240812_TY2_0171_1_V01_1,국민총소득 저축률 차트에 대해 알려주세요
MI3_240812_TY2_0171_3_V02-1_2,지출항목별 증가율 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0178_3_V02-1_1,경제활동별 성장률에 대해 알려주세요
MI3_240812_TY2_0178_3_V02-1_3,수출 및 수입에 대해 알려주세요
MI3_240812_TY2_0191_2_V02-8_1,국민소득통계 1. 분기별 경제성장률 추이에 대해 알려주세요
MI3_240812_TY2_0191_3_V02-1_3,수출 및 수입 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0203_2_V02-8_1,국민소득통계 주요지표 1. 분기별 경제성장률 추이에 대한 혼합형 차트에 대해 알려주세요
MI3_240812_TY2_0224_3_V02-1_2,지출항목별 증가율에 대해 알려주세요
MI3_240812_TY2_0224_3_V02-1_3,수출 및 수입에 대해 알려주세요
MI3_240812_TY2_0229_4_V02-2_1,업종별 유휴설비 증감율 가로 막대형에 대해 알려주세요
MI3_240812_TY2_0249_4_V02-4_1,II. 국내외 경제여건 전망 1 세계경제 유로지역 실업률 및 경기체감지수에 대해 알려주세요
MI3_240812_TY2_0265_1_V01_1,2015년부터 2018년까지의 국내은행 대출태도에 대한 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0265_2_V01_1,2018년 신용위험과 관련된 데이터 시각화에 대해 알려주세요
MI3_240812_TY2_0265_3_V02-4_1,대출수요 변화에 대한 연도별 차트에 대해 알려주세요
MI3_240812_TY2_0326_1_V02-4_1,현재생활형편 및 생활형편전망 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0340_1_V02-4_1,2022년 6월 대구경북지역 소비자동향조사 결과 소비자심리지수 추이에 대해 알려주세요
MI3_240812_TY2_0347_1_V01_1,현재경기판단CSI와 향후경기전망CSI 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0351_2_V02-1_1,대구경북 및 전국의 소비자동향 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0403_1_V01_1,나. 설비투자 자본재 수입 및 설비투자 실행 BSI에 대해 알려주세요
MI3_240812_TY2_0405_2_V02-8_1,나. 설비투자와 자본재 수입의 변동에 대해 알려주세요.
MI3_240812_TY2_0405_3_V02-8_1,건설수주액 및 건축착공면적 증감률에 대해 알려주세요
MI3_240812_TY2_0405_4_V02-8_1,수출입 증감률 및 수출입차 혼합형에 대해 알려주세요
MI3_240812_TY2_0436_1_V02-1_1,그림 4. 2017년 지역별 제조업 영세업체 비중에 대해 알려주세요
MI3_240812_TY2_0472_1_V01_1,총수신 표에 대해 알려주세요
MI3_240812_TY2_0484_2_V02-8_1,2020년 9월중 대구경북지역 금융기관 여신 증가 추세에 대해 알려주세요
MI3_240812_TY2_0493_1_V01_1,총수신 혼합형 차트에 대해 알려주세요
MI3_240812_TY2_0498_2_V02-8_1,금융기관 여신 추이 혼합형에 대해 알려주세요
MI3_240812_TY2_0498_3_V01_1,전기말 대비 비은행기관 수신 증감 및 잔액에 대해 알려주세요
MI3_240812_TY2_0527_2_V01_1,예금은행 여신과 관련된 데이터의 표에 대해 알려주세요
MI3_240812_TY2_0595_1_V01_1,예금은행 수신에 대한 표에 대해 알려주세요
MI3_240812_TY2_0615_2_V02-4_1,현재생활형편 및 생활형편전망 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0615_4_V02-1_1,소비자 현재생활 생활형편 가계수입 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0617_2_V01_1,Ⅱ. 가계의 소비심리 6개월전과 비교한 현재생활형편 및 생활형편전망에 대해 알려주세요
MI3_240812_TY2_0617_4_V02-4_1,현재경기판단 향후경기전망 차트(꺾은선형)에 대해 알려주세요
MI3_240812_TY2_0660_3_V01_1,Ⅲ. 가계의 경제상황에 대한 인식 경기판단 및 전망 차트(세로 막대형)에 대해 알려주세요
MI3_240812_TY2_0660_4_V01_1,소비자동향지수 비교 표에 대해 알려주세요
MI3_240812_TY2_0687_5_V01_1,경제상황에 대한 인식 현재경기판단 및 향후경기전망 표에 대해 알려주세요
MI3_240812_TY2_0700_1_V02-4_1,소비자심리지수 추이에 대해 알려주세요
MI3_240812_TY2_0700_2_V02-4_1,Ⅱ. 소비자동향지수 1. 가계의 재정상황에 대한 인식 생활형편전망 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0700_4_V02-4_1,소비지출전망 CSI 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0706_1_V02-4_1,소비자심리지수1) 추이 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0706_2_V01_1,Ⅱ. 소비자동향지수 生活형편CSI 표에 대해 알려주세요
MI3_240812_TY2_0706_2_V02-4_1,Ⅱ. 소비자동향지수 生活형편CSI 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0706_7_V01_1,금리수준전망에 대해 알려주세요
MI3_240812_TY2_0713_2_V02-4_1,Ⅱ. 소비자동향지수 1. 가계의 재정상황에 대한 인식 생활형편CSI 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0713_3_V02-4_1,가계수입전망 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0713_4_V01_1,소비지출전망 CSI 표에 대해 알려주세요
MI3_240812_TY2_0713_5_V01_1,가계의 경제상황에 대한 인식 현재경기판단CSI 및 향후경기전망CSI 표에 대해 알려주세요
MI3_240812_TY2_0713_5_V02-4_1,가계의 경제상황에 대한 인식 경기판단 및 전망 꺾은선형에 대해 알려주세요
MI3_240812_TY2_0713_7_V01_1,금리수준전망CSI 표에 대해 알려주세요
MI3_240812_TY2_0722_7_V02-4_1,"물가수준, 주택가격 및 임금수준 전망 꺾은선형에 대해 알려주세요"
MI3_240819_TY1_0010_1_V01_1,Ⅱ. 국내 섬유산업 개황 1 경제적 위상 섬유산업의 경제적 위상 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0010_1_V02-1_1,Ⅱ. 국내 섬유산업 개황 국내 산업별 수출액 차트(가로 막대형)에 대해 알려주세요
MI3_240819_TY1_0010_2_V01_2,국가별 섬유 수출액 표에 대해 알려주세요
MI3_240819_TY1_0010_3_V01_1,국내 섬유산업의 주요 품목별 생산 현황에 대해 알려주세요
MI3_240819_TY1_0021_1_V02-8_1,대전지역 벤처캐피탈 신규 투자 추이에 대한 혼합형 차트에 대해 알려주세요
MI3_240819_TY1_0021_5_V02-1_2,대전지역 벤처기업 경영성과 추이에 대한 차트(가로 막대형)에 대해 알려주세요
MI3_240819_TY1_0021_6_V01_1,벤처기업의 지역별 매출액 현황과 표에 대해 알려주세요
MI3_240819_TY1_0025_5_V01_1,산업별 취업자수 증감 표에 대해 알려주세요
MI3_240819_TY1_0025_5_V01_2,고용 관련 지표 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0025_8_V02-8_2,<그림 10> 아파트 전세가격 및 전월세거래량 차트(혼합형)에 대해 알려주세요
MI3_240819_TY1_0048_1_V02-4_1,소비자심리지수 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0048_2_V02-8_2,기계류 투자지수 및 수입액 차트에 대해 알려주세요
MI3_240819_TY1_0048_3_V01_1,산업 활동 평균가동률 차트에 대해 알려주세요
MI3_240819_TY1_0049_1_V02-4_1,최근의 경제동향에 대한 소비자심리지수 꺾은선형 그래프에 대해 알려주세요
MI3_240819_TY1_0049_2_V01_1,최근 경제동향에 대해 알려주세요
MI3_240819_TY1_0049_2_V02-8_1,기계류 투자지수 및 수입액에 대해 알려주세요
MI3_240819_TY1_0049_3_V01_2,제조업 생산 및 평균가동률 차트에 대해 알려주세요
MI3_240819_TY1_0049_4_V01_1,서비스업 생산 표에 대해 알려주세요
MI3_240819_TY1_0049_8_V02-4_1,<그림 9> 주택매수 심리지수 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0049_9_V02-4_1,<그림 11> 전세수급동향 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0051_1_V02-4_1,최근의 경제동향 소비자심리지수 꺾은선형 그래프에 대해 알려주세요
MI3_240819_TY1_0051_2_V01_1,조사통계월보 제75권 제4호 (2021.4) 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0051_2_V01_2,조사통계월보 제75권 제4호 (2021.4) 차트(가로 막대형)에 대해 알려주세요
MI3_240819_TY1_0051_3_V01_2,산업 활동 평균가동률에 대해 알려주세요
MI3_240819_TY1_0075_7_V02-1_2,한은금융망 외환자금 결제금액(일평균) 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0077_1_V01_1,주요 경제 지표 표에 대해 알려주세요
MI3_240819_TY1_0079_3_V01_1,총대출금에 대해 알려주세요
MI3_240819_TY1_0081_3_V02-4_3,전세수급지수 전월 대비 전세가격 동향 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0083_3_V02-1_1,세계교역과 전세계 경제성장률 전망에 대해 알려주세요
MI3_240819_TY1_0089_1_V01_1,다양한 사회간접자본의 연도별 통계에 대해 알려주세요
MI3_240819_TY1_0089_2_V01_1,부산지역 사회간접자본의 생산성과 효율성 분석 표에 대해 알려주세요
MI3_240819_TY1_0138_1_V02-8_1,울산지역 주요 경제지표 추이 혼합형에 대해 알려주세요
MI3_240819_TY1_0138_3_V02-4_2,주택매매가격 및 전세가격 등락률 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0138_3_V02-8_1,울산지역 고용 및 물가 취업자증감 및 실업률 혼합형에 대해 알려주세요
MI3_240819_TY1_0153_3_V02-4_2,주택매매가격 및 전세가격 등락률 전월대비 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0153_6_V02-8_1,금융기관별 여신 잔액 비중에 대해 알려주세요
MI3_240819_TY1_0158_1_V02-4_1,제조업 업황BSI 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0158_5_V02-8_1,금융동향 총수신 잔액 및 증감률에 대해 알려주세요
MI3_240819_TY1_0195_2_V02-8_2,울산지역 수입에 대해 알려주세요
MI3_240819_TY1_0195_5_V02-1_1,울산지역 가계대출 동향 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0206_2_V02-8_1,울산지역 수출입에 대해 알려주세요
MI3_240819_TY1_0206_2_V02-8_2,울산지역 수출입에 대해 알려주세요
MI3_240819_TY1_0214_4_V02-1_2,2. 금융동향에 대한 총여신 잔액 및 증감률 꺾은선형 차트에 대해 알려주세요.
MI3_240819_TY1_0214_4_V02-4_2,2. 금융동향에 대한 총여신 전년 동월 대비 잔액과 증감률 꺾은선형 차트에 대해 알려주세요.
MI3_240819_TY1_0214_5_V01_1,2021.8월 울산지역 가계대출 동향 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0247_4_V02-4_1,소비자물가 상승률 꺾은선형 차트에 대해 알려주세요
MI3_240819_TY1_0252_1_V02-4_1,포항 아파트 매매 및 전세가격 변동률 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0252_1_V02-8_1,포항 아파트 면적(m2)당 전세가격 및 전세가율 혼합형에 대해 알려주세요
MI3_240819_TY1_0252_2_V02-8_2,이 문서에서는 아파트 전세거래량 및 전세가격 변동률에 관한 차트(혼합형)에 대해 알려주세요.
MI3_240819_TY1_0252_3_V02-8_1,아파트 면적(m2)당 분양가 및 분양가/매매가 비율 혼합형에 대해 알려주세요
MI3_240819_TY1_0252_3_V02-8_2,단위당 분양가 및 분양가/매매가 비율 혼합형에 대해 알려주세요
